Accident_ID,Date,Time_Slot,State,City,Road_Type,Weather,Vehicle_Type,Driver_Age,Alcohol_Involved,Helmet_Used,Estimated_Speed,Casualties,Deaths,Accident_Severity
ACC001522,19-02-2024,Morning,Meghalaya,Shillong,State Road,Clear,Truck,32,No,NA,38,2,0,Minor
ACC001523,27-07-2025,Evening,Tamil Nadu,Madurai,City Road,Rainy,Two-Wheeler,38,Yes,Yes,38,1,0,Minor
ACC001524,18-01-2025,Evening,Rajasthan,Udaipur,Arterial Road,Foggy,Truck,34,No,NA,38,0,0,Property Damage
ACC001525,03-11-2024,Morning,Andhra Pradesh,Visakhapatnam,City Road,Clear,Car,29,No,NA,35,3,0,Major
ACC001526,21-09-2022,Afternoon,West Bengal,Kolkata,Village Road,Rainy,Two-Wheeler,65,No,Yes,54,3,1,Fatal
ACC001527,24-06-2023,Evening,Tamil Nadu,Tiruchirappalli,Arterial Road,Cloudy,Bicycle,25,No,NA,51,0,0,Property Damage
ACC001528,29-11-2023,Morning,Maharashtra,Pune,City Road,Cloudy,Car,16,No,NA,42,0,0,Property Damage
ACC001529,15-08-2022,Evening,Himachal Pradesh,Manali,Highway,Rainy,Two-Wheeler,26,No,Yes,61,7,2,Fatal
ACC001530,09-02-2023,Night,Gujarat,Vadodara,Highway,Clear,Two-Wheeler,38,No,No,62,0,0,Property Damage
ACC001531,08-04-2023,Evening,Uttar Pradesh,Lucknow,Highway,Clear,Two-Wheeler,31,No,No,66,4,1,Fatal
ACC001532,19-07-2022,Morning,Uttar Pradesh,Varanasi,Highway,Rainy,Two-Wheeler,49,Yes,Yes,93,3,1,Fatal
ACC001533,25-03-2024,Afternoon,Gujarat,Surat,City Road,Clear,Two-Wheeler,49,No,Yes,35,0,0,Property Damage
ACC001534,30-10-2024,Night,Maharashtra,Mumbai,City Road,Clear,Bus,32,No,NA,57,2,0,Major
ACC001535,27-04-2022,Afternoon,Odisha,Cuttack,City Road,Clear,Car,16,No,NA,51,3,0,Minor
ACC001536,03-12-2023,Night,Assam,Silchar,City Road,Clear,Two-Wheeler,19,No,No,67,2,0,Minor
ACC001537,23-02-2025,Night,Madhya Pradesh,Bhopal,Highway,Clear,Truck,36,No,NA,64,2,0,Minor
ACC001538,28-12-2024,Evening,Bihar,Gaya,City Road,Clear,Truck,16,No,NA,53,4,1,Fatal
ACC001539,19-04-2025,Morning,Maharashtra,Nashik,Village Road,Clear,Car,31,No,NA,51,1,0,Minor
ACC001540,22-10-2023,Morning,Kerala,Kochi,Highway,Clear,Pedestrian-Involved,54,No,NA,87,0,0,Property Damage
ACC001541,28-04-2025,Morning,Sikkim,Gangtok,Village Road,Clear,Two-Wheeler,40,No,No,53,10,1,Fatal
ACC001542,18-12-2022,Evening,Telangana,Nizamabad,State Road,Clear,Two-Wheeler,37,No,Yes,53,1,0,Minor
ACC001543,28-06-2023,Morning,Mizoram,Aizawl,Arterial Road,Rainy,Two-Wheeler,22,No,Yes,67,0,0,Property Damage
ACC001544,23-09-2022,Evening,Madhya Pradesh,Jabalpur,Highway,Cloudy,Two-Wheeler,38,No,Yes,55,1,0,Minor
ACC001545,15-11-2023,Evening,Kerala,Thrissur,State Road,Clear,Car,33,No,NA,55,2,0,Minor
ACC001546,08-08-2023,Night,Gujarat,Ahmedabad,Highway,Foggy,Two-Wheeler,39,No,Yes,59,4,0,Major
ACC001547,18-12-2022,Night,Gujarat,Rajkot,Arterial Road,Foggy,Car,45,Yes,NA,56,3,0,Minor
ACC001548,03-01-2025,Morning,,Daman,Village Road,Clear,Auto-Rickshaw,48,No,NA,56,9,3,Fatal
ACC001549,17-04-2023,Evening,Tamil Nadu,Salem,Highway,Clear,Bus,38,No,NA,78,2,0,Minor
ACC001550,08-02-2023,Night,Goa,Margao,Highway,Cloudy,Truck,43,No,NA,39,3,0,Minor
ACC001551,24-07-2022,Night,Tripura,Agartala,State Road,Rainy,Truck,29,No,NA,59,3,1,Fatal
ACC001552,09-10-2023,Morning,Telangana,Hyderabad,City Road,Clear,Truck,51,No,NA,41,1,0,Minor
ACC001553,30-03-2023,Evening,Kerala,Kochi,Highway,Clear,Car,24,No,NA,61,3,0,Major
ACC001554,09-07-2023,Evening,Andhra Pradesh,Visakhapatnam,Highway,Rainy,Two-Wheeler,33,No,Yes,69,1,0,Minor
ACC001555,10-12-2022,Night,Karnataka,Mangaluru,Highway,Foggy,Two-Wheeler,52,Yes,No,46,10,2,Fatal
ACC001556,22-01-2025,Evening,Assam,Dibrugarh,Arterial Road,Cloudy,Two-Wheeler,30,No,Yes,48,1,0,Major
ACC001557,28-09-2025,Night,Andhra Pradesh,Vijayawada,City Road,Clear,Car,19,No,NA,77,0,0,Property Damage
ACC001558,29-12-2023,Morning,,New Delhi,City Road,Clear,Car,31,Yes,NA,26,0,0,Property Damage
ACC001559,09-08-2024,Morning,Haryana,Gurugram,Flyover,Cloudy,Two-Wheeler,54,No,Yes,42,3,0,Major
ACC001560,06-07-2025,Morning,Andhra Pradesh,Vijayawada,State Road,Cloudy,Two-Wheeler,16,Yes,Yes,59,4,1,Fatal
ACC001561,30-12-2025,Afternoon,Odisha,Rourkela,City Road,Cloudy,Truck,37,No,NA,25,0,0,Property Damage
ACC001562,01-07-2024,Night,Andhra Pradesh,Visakhapatnam,State Road,Rainy,Two-Wheeler,28,No,Yes,61,0,0,Property Damage
ACC001563,05-08-2025,Morning,,North Delhi,State Road,Cloudy,Car,34,No,NA,58,3,1,Fatal
ACC001564,30-08-2025,Afternoon,Maharashtra,Nashik,State Road,Clear,Two-Wheeler,31,No,Yes,73,3,0,Minor
ACC001565,10-03-2025,Evening,,Puducherry,Arterial Road,Clear,Two-Wheeler,48,No,No,47,1,0,Minor
ACC001566,07-11-2023,Evening,Assam,Guwahati,Highway,Cloudy,Truck,37,No,NA,55,2,0,Minor
ACC001567,15-05-2022,Night,Tripura,Agartala,Highway,Clear,Two-Wheeler,49,Yes,Yes,75,8,2,Fatal
ACC001568,27-01-2022,Night,Gujarat,Rajkot,Arterial Road,Cloudy,Two-Wheeler,53,No,No,54,3,0,Major
ACC001569,28-11-2023,Night,Himachal Pradesh,Dharamshala,City Road,Rainy,Pedestrian-Involved,36,No,NA,38,1,0,Minor
ACC001570,23-12-2023,Afternoon,Kerala,Kochi,Village Road,Foggy,Car,31,No,NA,60,0,0,Property Damage
ACC001571,29-08-2023,Afternoon,Jharkhand,Dhanbad,City Road,Cloudy,Car,41,No,NA,21,3,1,Fatal
ACC001572,24-04-2024,Evening,Maharashtra,Nashik,Highway,Cloudy,Car,,No,NA,89,5,0,Major
ACC001573,28-03-2024,Night,Kerala,Kozhikode,Flyover,Clear,Two-Wheeler,21,No,No,67,1,0,Minor
ACC001574,25-05-2025,Night,West Bengal,Kolkata,Arterial Road,Clear,Two-Wheeler,39,No,No,20,4,0,Major
ACC001575,25-06-2022,Evening,Kerala,Thiruvananthapuram,Highway,Cloudy,Two-Wheeler,33,No,No,74,1,0,Minor
ACC001576,25-11-2022,Night,Rajasthan,Jodhpur,City Road,Clear,Two-Wheeler,31,No,Yes,25,0,0,Property Damage
ACC001577,13-03-2025,Morning,Uttarakhand,Dehradun,Highway,Clear,Two-Wheeler,27,No,Yes,59,3,0,Major
ACC001578,10-06-2025,Evening,Karnataka,Mysuru,Village Road,Rainy,Car,28,No,NA,58,2,0,Major
ACC001579,24-12-2025,Afternoon,Chhattisgarh,Bhilai,City Road,Clear,Two-Wheeler,52,No,Yes,41,0,0,Property Damage
ACC001580,13-07-2025,Morning,Tamil Nadu,Madurai,City Road,Clear,Two-Wheeler,31,No,Yes,54,1,0,Minor
ACC001581,05-08-2025,Morning,Jharkhand,Ranchi,Arterial Road,Rainy,Car,51,No,NA,43,5,0,Major
ACC001582,18-04-2023,Night,Assam,Guwahati,State Road,Rainy,Car,38,No,NA,51,1,0,Minor
ACC001583,21-08-2023,Morning,West Bengal,Kolkata,Highway,Clear,Car,21,No,NA,104,6,0,Major
ACC001584,31-01-2023,Night,Odisha,Cuttack,Highway,Foggy,Two-Wheeler,38,Yes,Yes,63,5,1,Fatal
ACC001585,21-06-2024,Morning,,East Delhi,City Road,Rainy,Truck,21,No,NA,50,3,0,Major
ACC001586,09-10-2025,Morning,Assam,Silchar,Highway,Cloudy,Bus,44,No,NA,70,1,0,Minor
ACC001587,06-06-2023,Night,Rajasthan,Jodhpur,Highway,Rainy,Car,33,No,NA,67,6,3,Fatal
ACC001588,05-04-2024,Morning,Gujarat,Vadodara,City Road,Clear,Bus,47,No,NA,53,0,0,Property Damage
ACC001589,19-03-2023,Night,Jharkhand,Ranchi,Arterial Road,Cloudy,Two-Wheeler,55,No,Yes,36,1,0,Major
ACC001590,14-09-2022,Afternoon,Karnataka,Bengaluru,Village Road,Clear,Two-Wheeler,16,No,Yes,61,1,0,Minor
ACC001591,17-10-2022,Night,Assam,Guwahati,Arterial Road,Clear,Two-Wheeler,30,Yes,Yes,33,1,0,Minor
ACC001592,07-04-2022,Morning,Kerala,Kozhikode,Arterial Road,Foggy,Car,20,No,NA,39,1,0,Major
ACC001593,23-10-2025,Night,Assam,Silchar,Highway,Clear,Auto-Rickshaw,64,No,NA,84,0,0,Property Damage
ACC001594,23-08-2023,Evening,Tamil Nadu,Madurai,Highway,Rainy,Two-Wheeler,30,Yes,No,55,3,0,Major
ACC001595,21-05-2025,Night,Uttar Pradesh,Meerut,Arterial Road,Cloudy,Two-Wheeler,19,No,No,55,8,2,Fatal
ACC001596,29-09-2024,Morning,,Daman,Highway,Cloudy,Auto-Rickshaw,,No,NA,92,7,0,Minor
ACC001597,13-10-2022,Night,Meghalaya,Shillong,City Road,Clear,Two-Wheeler,27,Yes,No,41,6,1,Fatal
ACC001598,22-09-2022,Night,Nagaland,Kohima,State Road,Cloudy,Car,16,No,NA,58,3,0,Major
ACC001599,13-04-2025,Afternoon,,East Delhi,City Road,Cloudy,Two-Wheeler,21,No,Yes,43,6,0,Major
ACC001600,25-01-2023,Afternoon,West Bengal,Durgapur,Village Road,Clear,Bicycle,38,No,NA,66,1,1,Fatal
ACC001601,06-09-2025,Evening,Karnataka,Bengaluru,Highway,Rainy,Two-Wheeler,37,Yes,Yes,66,3,1,Fatal
ACC001602,06-08-2022,Night,Tamil Nadu,Tiruchirappalli,Village Road,Rainy,Truck,25,No,NA,40,1,0,Minor
ACC001603,24-09-2024,Morning,Andhra Pradesh,Visakhapatnam,Highway,Rainy,Car,30,No,NA,53,3,0,Minor
ACC001604,18-04-2025,Night,Madhya Pradesh,Bhopal,City Road,Cloudy,Pedestrian-Involved,37,No,NA,58,5,0,Major
ACC001605,09-12-2022,Afternoon,,South Delhi,Highway,Clear,Pedestrian-Involved,53,No,NA,60,1,0,Minor
ACC001606,13-02-2023,Morning,Uttar Pradesh,Lucknow,Highway,Cloudy,Bus,40,No,NA,54,6,0,Major
ACC001607,11-11-2025,Evening,Maharashtra,Pune,Arterial Road,Clear,Two-Wheeler,29,No,Yes,39,1,0,Minor
ACC001608,25-01-2023,Night,Madhya Pradesh,Bhopal,State Road,Cloudy,Car,33,No,NA,51,2,0,Minor
ACC001609,28-09-2023,Afternoon,Madhya Pradesh,Indore,Highway,Clear,Bus,46,No,NA,70,3,1,Fatal
ACC001610,01-10-2023,Evening,Madhya Pradesh,Gwalior,City Road,Cloudy,Car,58,No,NA,46,1,0,Minor
ACC001611,06-01-2023,Morning,Haryana,Panipat,Arterial Road,Clear,Auto-Rickshaw,22,No,NA,53,2,0,Minor
ACC001612,12-02-2025,Evening,Kerala,Thiruvananthapuram,Highway,Cloudy,Bus,50,No,NA,77,4,1,Fatal
ACC001613,06-02-2025,Morning,Bihar,Gaya,Highway,Cloudy,Two-Wheeler,32,No,Yes,64,5,0,Minor
ACC001614,21-07-2023,Evening,Sikkim,Gangtok,State Road,Rainy,Two-Wheeler,16,No,Yes,82,4,0,Major
ACC001615,22-05-2025,Night,Bihar,Gaya,City Road,Clear,Two-Wheeler,16,No,Yes,42,3,0,Major
ACC001616,09-11-2022,Night,Punjab,Amritsar,Arterial Road,Cloudy,Truck,53,No,NA,55,2,0,Minor
ACC001617,08-01-2022,Morning,Rajasthan,Udaipur,City Road,Rainy,Car,55,No,NA,37,1,0,Minor
ACC001618,28-04-2024,Evening,Maharashtra,Aurangabad,City Road,Rainy,Two-Wheeler,29,No,Yes,30,3,0,Minor
ACC001619,22-12-2025,Night,Kerala,Kochi,Village Road,Foggy,Truck,33,No,NA,33,2,0,Minor
ACC001620,06-03-2022,Evening,,Srinagar,Arterial Road,Rainy,Two-Wheeler,16,No,Yes,58,4,1,Fatal
ACC001621,03-11-2022,Morning,Haryana,Panipat,State Road,Clear,Two-Wheeler,46,No,Yes,64,2,0,Minor
ACC001622,02-02-2024,Morning,Karnataka,Hubli,Village Road,Clear,Car,36,No,NA,39,0,0,Property Damage
ACC001623,10-04-2025,Morning,Gujarat,Surat,Arterial Road,Clear,Car,16,No,NA,43,1,0,Major
ACC001624,29-05-2022,Night,Himachal Pradesh,Manali,City Road,Clear,Two-Wheeler,39,No,Yes,46,0,0,Property Damage
ACC001625,13-08-2023,Night,Punjab,Jalandhar,Highway,Rainy,Truck,18,No,NA,82,3,0,Minor
ACC001626,27-12-2024,Morning,Telangana,Warangal,Highway,Foggy,Bus,43,No,NA,60,2,0,Major
ACC001627,12-07-2023,Evening,Mizoram,Aizawl,City Road,Rainy,Truck,22,No,NA,39,0,0,Property Damage
ACC001628,09-10-2022,Afternoon,Punjab,Amritsar,Arterial Road,Clear,Bicycle,40,No,NA,45,3,0,Minor
ACC001629,18-10-2022,Afternoon,Haryana,Panipat,State Road,Clear,Two-Wheeler,28,No,No,58,1,0,Major
ACC001630,02-09-2023,Afternoon,Maharashtra,Aurangabad,City Road,Rainy,Two-Wheeler,16,No,Yes,57,2,0,Minor
ACC001631,01-12-2023,Night,Tamil Nadu,Madurai,State Road,Foggy,Two-Wheeler,49,No,No,51,4,0,Minor
ACC001632,29-06-2025,Evening,,Srinagar,Highway,Clear,Truck,50,No,NA,53,3,0,Minor
ACC001633,08-08-2024,Afternoon,Bihar,Gaya,Village Road,Rainy,Two-Wheeler,29,No,Yes,54,0,0,Property Damage
ACC001634,11-10-2024,Afternoon,West Bengal,Siliguri,City Road,Cloudy,Auto-Rickshaw,40,No,NA,45,1,0,Minor
ACC001635,06-12-2025,Afternoon,Bihar,Patna,Village Road,Clear,Car,42,No,NA,37,2,0,Minor
ACC001636,04-09-2023,Morning,Uttar Pradesh,Varanasi,Highway,Rainy,Bus,42,No,NA,64,0,0,Property Damage
ACC001637,24-08-2023,Afternoon,Uttarakhand,Haridwar,City Road,Rainy,Car,58,No,NA,46,0,0,Property Damage
ACC001638,19-09-2025,Morning,Madhya Pradesh,Bhopal,City Road,Clear,Truck,41,No,NA,42,2,0,Minor
ACC001639,25-12-2022,Evening,Assam,Silchar,Highway,Foggy,Car,31,No,NA,40,3,0,Major
ACC001640,01-12-2024,Night,Andhra Pradesh,Guntur,Arterial Road,Foggy,Car,42,No,NA,37,2,0,Major
ACC001641,08-01-2025,Night,Karnataka,Bengaluru,Arterial Road,Clear,Truck,30,Yes,NA,36,4,0,Minor
ACC001642,10-06-2022,Evening,Uttar Pradesh,Varanasi,State Road,Rainy,Two-Wheeler,22,No,Yes,74,4,1,Fatal
ACC001643,16-11-2023,Afternoon,Uttarakhand,Nainital,Highway,Clear,Auto-Rickshaw,52,No,NA,105,1,0,Minor
ACC001644,24-10-2022,Evening,Maharashtra,Mumbai,City Road,Cloudy,Truck,43,No,NA,44,0,0,Property Damage
ACC001645,05-10-2022,Night,Uttar Pradesh,Meerut,Highway,Clear,Truck,16,No,NA,61,1,0,Minor
ACC001646,11-11-2023,Morning,Chhattisgarh,Raipur,Village Road,Clear,Two-Wheeler,27,No,Yes,49,1,0,Minor
ACC001647,07-03-2023,Morning,Kerala,Kochi,Village Road,Clear,Two-Wheeler,46,No,No,51,5,0,Major
ACC001648,18-03-2025,Night,Rajasthan,Udaipur,Highway,Clear,Two-Wheeler,16,No,Yes,92,0,0,Property Damage
ACC001649,29-08-2025,Night,Madhya Pradesh,Bhopal,City Road,Rainy,Car,26,No,NA,54,4,0,Minor
ACC001650,29-03-2025,Evening,Goa,Panaji,Highway,Clear,Two-Wheeler,71,No,Yes,85,5,0,Major
ACC001651,28-01-2023,Afternoon,Karnataka,Mysuru,City Road,Clear,Pedestrian-Involved,32,No,NA,47,0,0,Property Damage
ACC001652,10-02-2023,Morning,Madhya Pradesh,Gwalior,State Road,Clear,Bicycle,50,No,NA,51,1,0,Major
ACC001653,08-01-2023,Evening,Kerala,Thiruvananthapuram,City Road,Clear,Two-Wheeler,56,No,No,56,1,0,Major
ACC001654,30-07-2022,Morning,Madhya Pradesh,Gwalior,Village Road,Clear,Truck,24,No,NA,59,4,1,Fatal
ACC001655,16-10-2025,Evening,Kerala,Thiruvananthapuram,State Road,Clear,Two-Wheeler,39,No,No,52,2,0,Minor
ACC001656,22-08-2023,Night,Tamil Nadu,Madurai,City Road,Rainy,Two-Wheeler,63,No,Yes,32,1,1,Fatal
ACC001657,24-11-2022,Morning,Maharashtra,Nagpur,City Road,Clear,Two-Wheeler,42,No,No,23,2,0,Minor
ACC001658,08-06-2025,Morning,West Bengal,Howrah,City Road,Rainy,Bus,67,No,NA,54,4,1,Fatal
ACC001659,18-08-2023,Morning,Manipur,Imphal,Arterial Road,Rainy,Auto-Rickshaw,28,No,NA,49,3,0,Major
ACC001660,28-02-2022,Night,Uttar Pradesh,Lucknow,State Road,Rainy,Two-Wheeler,59,No,No,25,6,1,Fatal
ACC001661,04-09-2022,Morning,Madhya Pradesh,Gwalior,City Road,Rainy,Two-Wheeler,36,No,Yes,52,5,1,Fatal
ACC001662,04-08-2024,Night,,North Delhi,Highway,Rainy,Car,32,No,NA,64,0,0,Property Damage
ACC001663,24-02-2025,Night,Sikkim,Gangtok,City Road,Cloudy,Car,44,Yes,NA,51,0,0,Property Damage
ACC001664,06-11-2022,Morning,Punjab,Jalandhar,Highway,Clear,Two-Wheeler,35,No,No,69,7,2,Fatal
ACC001665,11-09-2025,Night,Madhya Pradesh,Jabalpur,Flyover,Rainy,Bus,35,No,NA,30,1,0,Minor
ACC001666,14-06-2025,Evening,West Bengal,Siliguri,City Road,Rainy,Auto-Rickshaw,42,No,NA,43,0,0,Property Damage
ACC001667,11-06-2025,Night,Madhya Pradesh,Indore,Highway,Foggy,Two-Wheeler,16,Yes,No,60,10,2,Fatal
ACC001668,28-11-2022,Evening,Tamil Nadu,Salem,Arterial Road,Clear,Bus,26,No,NA,31,2,0,Minor
ACC001669,26-03-2022,Morning,Rajasthan,Kota,City Road,Cloudy,Truck,45,No,NA,50,0,0,Property Damage
ACC001670,06-07-2025,Night,Telangana,Nizamabad,Highway,Rainy,Car,49,No,NA,74,5,2,Fatal
ACC001671,04-04-2023,Night,Rajasthan,Kota,City Road,Rainy,Bus,41,No,NA,56,0,0,Property Damage
ACC001672,08-07-2024,Evening,Bihar,Patna,Highway,Clear,Car,40,No,NA,62,3,2,Fatal
ACC001673,17-01-2025,Morning,Karnataka,Mangaluru,State Road,Clear,Car,41,No,NA,41,1,0,Minor
ACC001674,21-07-2022,Afternoon,Kerala,Kochi,Highway,Rainy,Two-Wheeler,48,No,Yes,77,4,0,Major
ACC001675,21-02-2025,Night,Assam,Dibrugarh,Highway,Clear,Truck,17,No,NA,69,0,0,Property Damage
ACC001676,09-10-2025,Night,Manipur,Imphal,Highway,Clear,Two-Wheeler,29,No,No,64,5,1,Fatal
ACC001677,29-11-2024,Night,Kerala,Thrissur,City Road,Cloudy,Two-Wheeler,35,Yes,No,47,7,1,Fatal
ACC001678,13-10-2023,Morning,Telangana,Nizamabad,City Road,Clear,Car,39,No,NA,41,4,1,Fatal
ACC001679,19-07-2025,Evening,Karnataka,Bengaluru,City Road,Clear,Two-Wheeler,16,No,Yes,47,2,1,Fatal
ACC001680,16-02-2024,Morning,Uttar Pradesh,Agra,Highway,Clear,Two-Wheeler,20,No,No,58,2,1,Fatal
ACC001681,23-12-2024,Morning,Chhattisgarh,Bilaspur,Highway,Clear,Two-Wheeler,36,No,Yes,81,1,0,Minor
ACC001682,28-04-2025,Evening,Maharashtra,Nashik,Highway,Cloudy,Auto-Rickshaw,49,No,NA,63,3,0,Major
ACC001683,30-12-2024,Morning,West Bengal,Howrah,Highway,Cloudy,Car,31,No,NA,77,7,1,Fatal
ACC001684,05-03-2023,Night,Gujarat,Ahmedabad,State Road,Clear,Two-Wheeler,27,No,No,56,3,1,Fatal
ACC001685,07-07-2022,Morning,Maharashtra,Mumbai,State Road,Cloudy,Bus,43,No,NA,63,2,0,Minor
ACC001686,14-12-2022,Night,Tamil Nadu,Salem,Village Road,Foggy,Bus,32,No,NA,48,2,0,Minor
ACC001687,06-01-2024,Night,Kerala,Kochi,Highway,Foggy,Two-Wheeler,47,No,No,63,4,0,Major
ACC001688,10-01-2024,Afternoon,,North Delhi,City Road,Foggy,Car,33,No,NA,33,7,1,Fatal
ACC001689,18-05-2024,Afternoon,Bihar,Bhagalpur,Flyover,Clear,Two-Wheeler,22,No,Yes,46,0,0,Property Damage
ACC001690,12-08-2023,Morning,Rajasthan,Jaipur,Highway,Rainy,Car,54,No,NA,73,0,0,Property Damage
ACC001691,03-03-2025,Evening,Uttar Pradesh,Noida,State Road,Clear,Truck,52,No,NA,42,0,0,Property Damage
ACC001692,05-09-2025,Evening,Bihar,Patna,State Road,Clear,Two-Wheeler,24,No,Yes,62,2,0,Major
ACC001693,26-12-2022,Night,Tamil Nadu,Tiruchirappalli,State Road,Cloudy,Car,41,Yes,NA,67,2,0,Minor
ACC001694,11-12-2024,Evening,Telangana,Nizamabad,City Road,Foggy,Two-Wheeler,32,No,No,38,0,0,Property Damage
ACC001695,25-09-2024,Afternoon,Chhattisgarh,Bhilai,City Road,Clear,Car,44,No,NA,31,2,0,Major
ACC001696,09-02-2024,Evening,West Bengal,Howrah,State Road,Clear,Two-Wheeler,25,No,No,47,1,0,Minor
ACC001697,09-10-2022,Morning,Karnataka,Bengaluru,Arterial Road,Clear,Bus,47,No,NA,30,0,0,Property Damage
ACC001698,16-03-2025,Night,Uttar Pradesh,Kanpur,Highway,Clear,Car,52,No,NA,87,4,0,Major
ACC001699,06-11-2025,Evening,Uttar Pradesh,Ghaziabad,State Road,Clear,Two-Wheeler,24,No,No,64,4,1,Fatal
ACC001700,20-11-2024,Evening,West Bengal,Kolkata,Village Road,Clear,Truck,37,Yes,NA,43,1,0,Minor
ACC001701,12-09-2025,Morning,Nagaland,Kohima,Flyover,Foggy,Two-Wheeler,52,No,No,37,2,0,Major
ACC001702,07-12-2025,Night,Madhya Pradesh,Indore,State Road,Clear,Car,23,No,NA,55,3,0,Minor
ACC001703,16-06-2023,Evening,Telangana,Warangal,City Road,Rainy,Car,27,No,NA,52,3,0,Major
ACC001704,03-08-2024,Morning,Punjab,Jalandhar,State Road,Rainy,Two-Wheeler,45,No,Yes,71,5,2,Fatal
ACC001705,24-11-2023,Morning,Uttar Pradesh,Noida,Arterial Road,Clear,Two-Wheeler,34,Yes,No,29,5,1,Fatal
ACC001706,11-12-2025,Afternoon,Maharashtra,Nagpur,State Road,Clear,Two-Wheeler,16,No,Yes,76,1,0,Minor
ACC001707,05-06-2022,Night,Kerala,Thrissur,City Road,Rainy,Truck,32,No,NA,40,2,0,Minor
ACC001708,04-09-2023,Night,Punjab,Amritsar,Arterial Road,Cloudy,Truck,59,Yes,NA,54,2,1,Fatal
ACC001709,17-07-2025,Night,West Bengal,Howrah,City Road,Cloudy,Two-Wheeler,63,No,Yes,22,6,0,Major
ACC001710,26-02-2023,Night,Chhattisgarh,Raipur,City Road,Clear,Two-Wheeler,28,No,Yes,45,1,0,Minor
ACC001711,04-03-2025,Morning,Tripura,Agartala,Highway,Cloudy,Auto-Rickshaw,24,No,NA,67,4,1,Fatal
ACC001712,27-07-2023,Evening,Chhattisgarh,Raipur,State Road,Clear,Two-Wheeler,30,No,No,58,5,0,Major
ACC001713,01-12-2025,Night,,Port Blair,State Road,Clear,Two-Wheeler,59,No,No,52,3,0,Major
ACC001714,27-07-2025,Evening,Chhattisgarh,Bhilai,Arterial Road,Rainy,Truck,47,No,NA,43,2,0,Major
ACC001715,27-03-2023,Afternoon,Goa,Panaji,State Road,Clear,Two-Wheeler,55,No,Yes,50,1,0,Minor
ACC001716,03-02-2025,Afternoon,Uttarakhand,Dehradun,Highway,Clear,Bicycle,,No,NA,90,1,0,Minor
ACC001717,26-05-2023,Morning,Odisha,Cuttack,State Road,Clear,Two-Wheeler,19,No,Yes,57,2,0,Major
ACC001718,21-06-2024,Afternoon,Assam,Silchar,City Road,Rainy,Bus,24,No,NA,62,5,1,Fatal
ACC001719,30-08-2024,Night,,East Delhi,Arterial Road,Foggy,Two-Wheeler,27,No,Yes,48,1,1,Fatal
ACC001720,13-05-2025,Evening,Gujarat,Rajkot,Highway,Clear,Two-Wheeler,29,No,No,81,4,0,Major
ACC001721,10-02-2022,Morning,Haryana,Panipat,Flyover,Clear,Two-Wheeler,27,Yes,Yes,33,4,1,Fatal
ACC001722,19-11-2022,Morning,Andhra Pradesh,Visakhapatnam,Highway,Cloudy,Pedestrian-Involved,29,No,NA,78,5,1,Fatal
ACC001723,08-11-2024,Night,Goa,Panaji,State Road,Clear,Car,44,No,NA,55,0,0,Property Damage
ACC001724,16-04-2024,Night,West Bengal,Siliguri,City Road,Clear,Two-Wheeler,38,No,No,32,5,1,Fatal
ACC001725,25-12-2023,Evening,Uttarakhand,Haridwar,Highway,Foggy,Bicycle,52,No,NA,65,6,0,Minor
ACC001726,02-04-2022,Morning,Assam,Silchar,Arterial Road,Clear,Two-Wheeler,39,No,Yes,63,0,0,Property Damage
ACC001727,11-06-2023,Evening,,Srinagar,State Road,Rainy,Two-Wheeler,27,No,Yes,47,2,0,Minor
ACC001728,03-07-2025,Evening,Karnataka,Mysuru,State Road,Clear,Two-Wheeler,38,No,No,47,5,3,Fatal
ACC001729,21-02-2022,Morning,Odisha,Cuttack,Village Road,Cloudy,Bus,16,No,NA,68,2,0,Minor
ACC001730,14-08-2023,Morning,Chhattisgarh,Raipur,State Road,Clear,Two-Wheeler,16,No,Yes,53,7,0,Major
ACC001731,18-10-2025,Evening,,South Delhi,State Road,Clear,Two-Wheeler,44,Yes,No,53,5,0,Minor
ACC001732,26-03-2022,Morning,,New Delhi,City Road,Clear,Bicycle,49,No,NA,38,2,0,Minor
ACC001733,31-12-2024,Morning,Telangana,Nizamabad,State Road,Foggy,Car,37,No,NA,55,5,1,Fatal
ACC001734,14-01-2023,Afternoon,Bihar,Bhagalpur,State Road,Foggy,Two-Wheeler,31,No,Yes,50,0,0,Property Damage
ACC001735,05-07-2025,Morning,Maharashtra,Nagpur,Highway,Cloudy,Car,19,No,NA,102,1,0,Minor
ACC001736,25-12-2024,Evening,,Puducherry,City Road,Cloudy,Two-Wheeler,51,No,No,43,0,0,Property Damage
ACC001737,31-07-2025,Night,Karnataka,Mysuru,City Road,Clear,Car,42,No,NA,40,1,1,Fatal
ACC001738,13-11-2022,Morning,Odisha,Rourkela,Highway,Clear,Two-Wheeler,40,No,No,83,7,0,Major
ACC001739,22-02-2024,Night,Assam,Silchar,Village Road,Clear,Car,36,No,NA,36,3,1,Fatal
ACC001740,18-02-2025,Night,West Bengal,Howrah,Arterial Road,Cloudy,Truck,30,Yes,NA,58,2,0,Major
ACC001741,25-12-2022,Morning,Madhya Pradesh,Bhopal,City Road,Clear,Two-Wheeler,22,No,No,49,0,0,Property Damage
ACC001742,03-12-2022,Evening,Maharashtra,Mumbai,City Road,Clear,Two-Wheeler,39,No,Yes,53,4,0,Major
