Accident_ID,Date,Year,Month,Day,Day_of_Week,Time,Quarter,State,District,Region,Urban_Rural,Highway_Type,Road_Type,Weather,Visibility,Road_Condition,Light_Condition,Traffic_Density,Vehicle_Type,Number_of_Vehicles,Driver_Age,Driver_Gender,Driver_Experience_Years,Speed_Limit,Estimated_Speed,Helmet_Used,Seatbelt_Used,Alcohol_Involved,Mobile_Phone_Usage,Accident_Cause,Collision_Type,Severity,Number_of_Casualties,Number_of_Fatalities,Number_of_Injured,Emergency_Response_Time_Minutes,Hospital_Nearby,Vehicle_Damage_Cost,Insurance_Claim,FIR_Registered,Hit_and_Run,Festival_Season,Holiday,Rainfall_mm,Temperature,Latitude,Longitude
ACC101630,24-07-2023,2023,7,24,Monday,18:25,Q3,Gujarat,Gujarat_District-2,West,Rural,City Road,Curve/Bend,Clear,Good,Wet,Dusk/Dawn,High,Car,2,21,Male,0,40,35,N/A,No,No,No,Overtaking,Rear-end Collision,Minor,2,0,2,5,Yes,21786,Yes,No,No,No,No,2,17.7,22.4784,71.6454
ACC101388,30-11-2023,2023,11,30,Thursday,19:23,Q4,Karnataka,Karnataka_District-4,South,Urban,Expressway,Junction,Clear,Good,Oil Spill,Night - No Streetlight,High,Two-Wheeler,2,44,Male,23,100,94,No,N/A,No,No,Brake Failure,Side Collision,Serious,3,1,2,25,Yes,79313,Yes,Yes,No,No,No,0.2,23.9,14.802,76.0991
ACC100070,09-12-2023,2023,12,9,Saturday,19:56,Q4,Karnataka,Karnataka_District-7,South,Rural,Village Road,Curve/Bend,Cloudy,Moderate,Dry,Night - Streetlight,High,Bicycle,3,20,Male,1,30,35,N/A,N/A,No,Yes,Mobile Phone Usage,Head-on Collision,Serious,2,0,2,43,Yes,86816,No,Yes,No,No,No,2.1,26.4,14.9814,76.3269
ACC101573,25-05-2023,2023,5,25,Thursday,07:06,Q2,Madhya Pradesh,Madhya_District-4,Central,Urban,Village Road,Straight Road,Clear,Good,Dry,Daylight,Moderate,Auto-Rickshaw,3,33,Male,9,30,33,N/A,N/A,No,No,Signal Jumping,Hit and Run,Serious,2,1,1,31,No,31819,No,Yes,No,No,No,1,,23.6162,78.2605
ACC100809,21-11-2024,2024,11,21,Thursday,10:43,Q4,Karnataka,Karnataka_District-1,South,Urban,National Highway,Flyover,Cloudy,Moderate,Dry,Daylight,High,Two-Wheeler,2,23,Male,2,80,105,Yes,N/A,No,No,Overspeeding,Side Collision,Fatal,1,1,0,17,Yes,162890,Yes,Yes,No,No,No,3.7,22.4,15.1326,76.3094
ACC101185,08-04-2024,2024,4,8,Monday,20:09,Q2,Gujarat,Gujarat_District-5,West,Urban,Village Road,Flyover,Foggy,Very Poor,Dry,Night - Streetlight,High,Two-Wheeler,2,47,Female,16,30,32,Yes,N/A,No,No,Signal Jumping,Vehicle Rollover,Minor,0,0,0,25,,11481,Yes,Yes,No,No,No,0.6,25.9,22.8373,71.3984
ACC100012,30-12-2024,2024,12,30,Monday,09:46,Q4,Karnataka,Karnataka_District-1,South,Urban,City Road,Flyover,Cloudy,Moderate,Dry,Daylight,Moderate,Car,3,38,Female,12,40,46,N/A,Yes,Yes,No,Wrong Side Driving,Vehicle Rollover,Minor,1,0,1,10,Yes,10389,Yes,No,No,No,No,2.6,22.6,14.5042,75.7184
ACC100145,26-06-2023,2023,6,26,Monday,23:27,Q2,Madhya Pradesh,Madhya_District-2,Central,Urban,Village Road,Bridge,Clear,Good,Dry,Night - Streetlight,Low,Truck,1,50,Female,31,30,41,N/A,N/A,No,Yes,Overtaking,Side Collision,Serious,6,1,5,15,No,105331,No,Yes,No,No,Yes,0.7,31.6,22.5351,78.0064
ACC100918,17-03-2024,2024,3,17,Sunday,22:12,Q1,Punjab,Punjab_District-8,North,Urban,City Road,Curve/Bend,Clear,Good,Under Construction,Night - No Streetlight,Low,Tractor,3,37,Male,10,40,44,N/A,N/A,No,No,Wrong Side Driving,Vehicle Rollover,Minor,2,0,2,17,Yes,11315,No,Yes,No,Yes,No,4.2,30.5,31.6557,75.5018
ACC101542,23-08-2024,2024,8,23,Friday,19:23,Q3,Rajasthan,Rajasthan_District-2,North,Rural,City Road,Roundabout,Clear,Good,Under Construction,Night - No Streetlight,Low,Two-Wheeler,2,31,Male,12,40,58,Yes,N/A,Yes,No,Drunk Driving,Multi-Vehicle Pileup,Fatal,5,3,2,47,Yes,224258,Yes,Yes,No,No,No,1.1,31.8,27.9663,73.8646
ACC101452,09-05-2024,2024,5,9,Thursday,17:52,Q2,Manipur,Manipur_District-6,Northeast,Rural,City Road,Junction,Clear,Good,Dry,Daylight,Low,Car,1,45,Male,22,40,41,N/A,Yes,No,No,Mobile Phone Usage,Head-on Collision,Serious,4,0,4,36,Yes,77075,Yes,Yes,No,No,No,0.9,35.9,24.6937,94.0989
ACC100640,06-03-2023,2023,3,6,Monday,22:26,Q1,West Bengal,West_District-1,East,Rural,National Highway,Roundabout,Clear,Good,Dry,Night - No Streetlight,Moderate,Bicycle,2,29,Male,6,80,95,N/A,N/A,No,No,Drunk Driving,Multi-Vehicle Pileup,Serious,5,1,4,55,Yes,54038,Yes,Yes,No,No,No,0.8,22.9,22.9047,87.4974
ACC100177,12-01-2023,2023,1,12,Thursday,00:07,Q1,Maharashtra,Maharashtra_District-4,West,Rural,State Highway,Straight Road,Clear,Good,Potholes,Night - No Streetlight,Moderate,Two-Wheeler,3,26,Male,3,60,55,Yes,N/A,Yes,No,Mobile Phone Usage,Head-on Collision,Fatal,2,1,1,36,Yes,152063,No,Yes,No,No,No,0.2,9.2,20.2179,75.8063
ACC100995,19-09-2023,2023,9,19,Tuesday,21:37,Q3,Haryana,Haryana_District-1,North,Urban,City Road,Straight Road,Clear,Good,Potholes,Night - No Streetlight,Very High,Two-Wheeler,2,37,Male,15,40,47,No,N/A,No,No,Fog/Low Visibility,Multi-Vehicle Pileup,Minor,1,0,1,29,Yes,11362,Yes,No,No,No,No,0.7,24.3,28.7767,76.766
ACC100441,23-06-2023,2023,6,23,Friday,17:23,Q2,Karnataka,Karnataka_District-7,South,Urban,City Road,Curve/Bend,Clear,Good,Potholes,Daylight,Low,Truck,3,18,Male,0,40,40,N/A,N/A,No,No,Signal Jumping,Rear-end Collision,Minor,1,0,1,38,Yes,11149,No,No,No,No,No,1.6,29.7,15.6559,76.1611
ACC100522,30-08-2023,2023,8,30,Wednesday,21:38,Q3,Karnataka,Karnataka_District-6,South,Urban,State Highway,Junction,Foggy,Very Poor,Dry,Night - No Streetlight,High,Two-Wheeler,1,42,Male,19,60,56,Yes,N/A,Yes,No,Drunk Driving,Pedestrian Hit,Fatal,3,1,2,24,Yes,89100,Yes,Yes,No,No,No,0.6,20.6,14.7177,75.4514
ACC101889,18-09-2024,2024,9,18,Wednesday,17:07,Q3,Madhya Pradesh,Madhya_District-6,Central,Rural,Village Road,Bridge,Clear,Good,Potholes,Daylight,Moderate,Two-Wheeler,2,49,Male,29,30,24,No,N/A,No,No,Drunk Driving,Rear-end Collision,Minor,3,0,3,31,Yes,3251,Yes,Yes,No,No,No,,29.7,23.1158,79.241
ACC101854,03-05-2024,2024,5,3,Friday,09:42,Q2,Karnataka,Karnataka_District-4,South,Rural,City Road,Roundabout,Clear,Good,Dry,Daylight,Moderate,Bicycle,1,52,Male,29,40,48,N/A,N/A,No,No,Drunk Driving,Hit and Run,Minor,0,0,0,30,,18990,Yes,No,Yes,No,No,0.3,35.9,14.6312,74.9266
ACC101005,16-01-2023,2023,1,16,Monday,22:10,Q1,Uttar Pradesh,Uttar_District-8,North,Rural,State Highway,Curve/Bend,Clear,Good,Dry,Night - No Streetlight,Low,Car,2,23,Male,,60,67,N/A,Yes,No,No,Mobile Phone Usage,Rear-end Collision,Minor,1,0,1,15,Yes,16189,Yes,No,No,No,No,,13.2,25.8434,80.5393
ACC101256,08-04-2024,2024,4,8,Monday,17:14,Q2,Maharashtra,Maharashtra_District-8,West,Urban,Village Road,Flyover,Clear,Good,Dry,Daylight,Very High,Two-Wheeler,1,18,Male,0,30,38,No,N/A,No,No,Drunk Driving,Hit and Run,Serious,3,0,3,41,Yes,31201,No,Yes,No,No,No,1.8,32.8,19.687,76.4098
ACC101235,19-12-2023,2023,12,19,Tuesday,15:48,Q4,Maharashtra,Maharashtra_District-8,West,Urban,City Road,Flyover,Cloudy,Moderate,Dry,Daylight,Low,Auto-Rickshaw,3,39,Male,15,40,46,N/A,N/A,No,No,Brake Failure,Pedestrian Hit,Minor,0,0,0,28,Yes,14107,No,No,No,No,No,2.7,22.8,19.964,75.3362
ACC101665,12-02-2024,2024,2,12,Monday,21:22,Q1,West Bengal,West_District-8,East,Rural,State Highway,Straight Road,Cloudy,Moderate,,Night - Streetlight,High,Car,4,18,Male,0,60,81,N/A,Yes,No,No,Overtaking,Rear-end Collision,Serious,3,0,3,29,Yes,56182,Yes,Yes,No,No,No,0.7,20.5,23.0634,87.4886
ACC100144,26-10-2024,2024,10,26,Saturday,10:57,Q4,Assam,Assam_District-1,Northeast,Rural,National Highway,Junction,Clear,Good,Dry,Daylight,Very High,Truck,1,47,Male,28,80,96,N/A,N/A,No,No,Overspeeding,Rear-end Collision,Minor,0,0,0,30,No,26933,Yes,Yes,No,Yes,No,0.8,25.9,26.1561,93.1288
ACC100754,09-01-2023,2023,1,9,Monday,17:30,Q1,Andhra Pradesh,Andhra_District-3,South,Urban,City Road,Straight Road,Rainy,Poor,Wet,Daylight,High,Truck,2,48,Male,22,40,38,N/A,N/A,Yes,No,Fatigue/Sleepy Driving,Multi-Vehicle Pileup,Serious,4,0,4,43,No,64169,Yes,Yes,No,No,No,7.1,5.7,14.9332,79.4634
ACC100520,17-06-2023,2023,6,17,Saturday,19:10,Q2,Madhya Pradesh,Madhya_District-7,Central,Urban,National Highway,Bridge,Rainy,Poor,Wet,Night - Streetlight,Moderate,Car,3,35,Female,11,80,106,N/A,No,No,No,Wrong Side Driving,Head-on Collision,Fatal,5,1,4,36,,104709,Yes,Yes,Yes,No,No,18.9,40.8,22.9226,78.0657
ACC101733,13-08-2024,2024,8,13,Tuesday,21:32,Q3,Maharashtra,Maharashtra_District-3,West,Rural,City Road,Junction,Cloudy,Moderate,Under Construction,Night - No Streetlight,Very High,Bus,4,39,Female,17,40,47,N/A,N/A,No,No,Wrong Side Driving,Pedestrian Hit,Minor,1,0,1,28,No,17613,Yes,Yes,Yes,No,No,2.9,24.9,19.2679,76.0018
ACC101323,30-10-2023,2023,10,30,Monday,21:55,Q4,Odisha,Odisha_District-6,East,Urban,State Highway,Junction,Rainy,Poor,Wet,Night - No Streetlight,Moderate,Auto-Rickshaw,3,36,Male,16,60,71,N/A,N/A,No,No,Brake Failure,Head-on Collision,Serious,4,0,4,24,Yes,79805,Yes,Yes,No,Yes,No,23.5,23.3,20.0106,85.4669
ACC100823,25-02-2024,2024,2,25,Sunday,10:11,Q1,Bihar,Bihar_District-8,East,Urban,National Highway,Straight Road,Foggy,Very Poor,Potholes,Daylight,High,Two-Wheeler,3,36,Male,15,80,112,No,N/A,No,No,Overspeeding,Hit and Run,Fatal,4,1,3,24,Yes,120660,No,Yes,No,No,No,1.7,22.1,26.6703,84.7378
ACC100429,14-05-2023,2023,5,14,Sunday,10:04,Q2,West Bengal,West_District-7,East,Urban,National Highway,Straight Road,Rainy,Poor,Potholes,Daylight,High,Car,3,46,Male,20,80,77,N/A,Yes,No,No,Mobile Phone Usage,Head-on Collision,Serious,4,0,4,9,Yes,63583,No,Yes,No,No,No,7.3,17.7,22.7072,88.471
ACC100613,25-10-2024,2024,10,25,Friday,09:57,Q4,Odisha,Odisha_District-6,East,Rural,National Highway,Junction,Foggy,Very Poor,Dry,Daylight,High,Bus,3,30,Male,4,80,98,N/A,N/A,No,No,Overspeeding,Side Collision,Serious,2,0,2,38,Yes,69773,Yes,Yes,Yes,Yes,No,0.4,18.9,21.0681,85.659
ACC101506,18-01-2023,2023,1,18,Wednesday,08:02,Q1,Tamil Nadu,Tamil_District-5,South,Urban,Expressway,Junction,Clear,Good,Under Construction,Daylight,High,Auto-Rickshaw,4,34,Male,12,100,137,N/A,N/A,No,No,Overtaking,Multi-Vehicle Pileup,Fatal,2,2,0,6,Yes,40860,Yes,Yes,No,No,No,0.8,22.1,11.2011,77.923
ACC101033,24-02-2023,2023,2,24,Friday,18:03,Q1,Tamil Nadu,Tamil_District-8,South,Urban,National Highway,Junction,Clear,Good,Potholes,Dusk/Dawn,High,Two-Wheeler,3,27,Female,2,80,76,Yes,N/A,No,Yes,Overspeeding,Head-on Collision,Serious,1,0,1,50,No,57037,Yes,Yes,No,No,No,1.2,14.4,10.5746,78.2065
ACC100157,12-10-2024,2024,10,12,Saturday,19:27,Q4,Gujarat,Gujarat_District-7,West,Urban,State Highway,Curve/Bend,Clear,Good,Wet,Night - No Streetlight,High,Bus,1,18,Male,0,60,63,N/A,N/A,Yes,No,Drunk Driving,Vehicle Rollover,Fatal,1,1,0,7,Yes,190943,Yes,Yes,No,Yes,No,1.7,17.3,22.7794,71.9056
ACC100540,03-10-2024,2024,10,3,Thursday,17:59,Q4,Uttar Pradesh,Uttar_District-7,North,Rural,Village Road,Junction,Clear,Good,Wet,Daylight,Very High,Bus,2,18,Female,0,30,22,N/A,N/A,No,No,Poor Road Condition,Multi-Vehicle Pileup,Serious,2,0,2,43,Yes,75188,Yes,Yes,No,No,No,1.2,33.5,26.3182,81.9425
ACC101531,30-04-2023,2023,4,30,Sunday,22:43,Q2,Madhya Pradesh,Madhya_District-8,Central,Rural,Expressway,Flyover,Clear,Good,Oil Spill,Night - Streetlight,High,Two-Wheeler,2,23,Male,2,100,96,Yes,N/A,No,No,Overspeeding,Rear-end Collision,Serious,4,0,4,22,Yes,68799,Yes,Yes,No,No,No,1.3,29.4,22.9788,78.2967
ACC101461,13-03-2024,2024,3,13,Wednesday,23:38,Q1,Karnataka,Karnataka_District-5,South,Urban,Village Road,Curve/Bend,Clear,Good,Potholes,Night - Streetlight,Low,Tractor,2,30,Male,10,30,41,N/A,N/A,No,Yes,Overtaking,Side Collision,Serious,6,0,6,17,Yes,61509,Yes,Yes,No,No,No,2.1,27.8,14.7164,74.9703
ACC101291,28-05-2024,2024,5,28,Tuesday,08:50,Q2,Chhattisgarh,Chhattisgarh_District-6,Central,Urban,City Road,Flyover,Clear,Good,Wet,Daylight,High,Two-Wheeler,3,34,Male,11,40,50,Yes,N/A,No,No,Overspeeding,Hit and Run,Serious,3,0,3,32,Yes,36695,Yes,Yes,No,No,No,0.1,33.7,20.9123,82.111
ACC100462,20-01-2023,2023,1,20,Friday,17:06,Q1,West Bengal,West_District-6,East,Rural,City Road,Straight Road,Clear,Good,Wet,Daylight,Moderate,Two-Wheeler,2,40,Male,16,40,44,Yes,N/A,Yes,No,Wrong Side Driving,Multi-Vehicle Pileup,Minor,2,0,2,22,No,16249,No,No,No,No,No,1.2,22.3,22.187,88.8473
ACC100577,07-01-2023,2023,1,7,Saturday,06:13,Q1,Tamil Nadu,Tamil_District-1,South,Rural,City Road,Junction,Clear,Good,Dry,Dusk/Dawn,High,Bus,4,46,Male,24,40,40,N/A,N/A,No,No,Poor Road Condition,Head-on Collision,Minor,1,0,1,23,Yes,6350,Yes,Yes,No,No,No,3.7,16.4,9.6973,79.6771
ACC101363,30-03-2024,2024,3,30,Saturday,16:41,Q1,Rajasthan,Rajasthan_District-4,North,Rural,City Road,Flyover,Cloudy,Moderate,Dry,Daylight,Very High,Bus,2,23,Male,0,40,36,N/A,N/A,No,Yes,Wrong Side Driving,Rear-end Collision,Serious,3,1,2,17,Yes,34885,Yes,Yes,No,No,No,1.6,27.9,27.2805,74.0759
ACC100256,30-08-2023,2023,8,30,Wednesday,11:20,Q3,Puducherry,Puducherry_District-7,South,Urban,City Road,Curve/Bend,Cloudy,Moderate,Dry,Daylight,Moderate,Auto-Rickshaw,2,46,Male,23,40,37,N/A,N/A,No,Yes,Mobile Phone Usage,Side Collision,Minor,1,0,1,34,No,802972,No,No,No,No,No,2.2,23.5,12.1806,80.1035
ACC100980,01-03-2023,2023,3,1,Wednesday,17:32,Q1,Manipur,Manipur_District-8,Northeast,Urban,National Highway,Curve/Bend,Clear,Good,Dry,Daylight,Very High,Two-Wheeler,2,42,Male,18,80,117,No,N/A,No,No,Signal Jumping,Side Collision,Fatal,4,3,1,9,Yes,171362,No,Yes,No,Yes,Yes,1.9,27.2,24.3225,93.2901
ACC101186,30-09-2023,2023,9,30,Saturday,22:11,Q3,Karnataka,Karnataka_District-3,South,Urban,National Highway,Straight Road,Cloudy,Moderate,Dry,Night - Streetlight,Low,Auto-Rickshaw,3,41,Male,20,80,56,N/A,N/A,Yes,No,Drunk Driving,Hit and Run,Serious,3,1,2,33,Yes,52195,Yes,Yes,No,No,No,0.4,24.1,14.4119,76.5432
ACC101007,07-10-2024,2024,10,7,Monday,21:13,Q4,Haryana,Haryana_District-4,North,Urban,Expressway,Roundabout,Clear,Good,Dry,Night - Streetlight,High,Two-Wheeler,3,34,Male,14,100,120,Yes,N/A,No,No,Fog/Low Visibility,Rear-end Collision,Serious,3,0,3,33,No,71433,No,Yes,No,No,No,0.3,16.3,28.7952,76.0351
ACC101522,25-01-2024,2024,1,25,Thursday,20:09,Q1,Gujarat,Gujarat_District-5,West,Urban,City Road,Roundabout,Foggy,Very Poor,Dry,Night - No Streetlight,Very High,Car,1,31,Male,11,40,45,N/A,Yes,No,No,Mobile Phone Usage,Vehicle Rollover,Serious,4,1,3,25,No,91944,Yes,Yes,No,No,No,0.2,13.4,21.5636,71.1933
ACC101690,07-10-2023,2023,10,7,Saturday,21:35,Q4,Odisha,Odisha_District-1,East,Urban,National Highway,Junction,Foggy,Very Poor,Potholes,Night - No Streetlight,High,Car,3,45,Male,22,80,72,N/A,Yes,No,No,Overspeeding,Rear-end Collision,Serious,2,0,2,34,No,53015,Yes,Yes,Yes,No,No,0.2,18.3,21.1931,84.0947
ACC100561,24-11-2023,2023,11,24,Friday,19:15,Q4,Odisha,Odisha_District-1,East,Urban,Village Road,Curve/Bend,Rainy,Poor,Dry,Night - Streetlight,High,Two-Wheeler,3,43,Male,23,30,51,Yes,N/A,No,No,Overspeeding,Side Collision,Serious,4,0,4,34,Yes,1099911,Yes,Yes,No,Yes,No,56.3,28.4,21.6398,85.6283
ACC100209,29-07-2023,2023,7,29,Saturday,17:16,Q3,West Bengal,West_District-5,East,Urban,Village Road,Straight Road,Rainy,Poor,Wet,Daylight,Low,Bus,3,41,Male,11,30,31,N/A,N/A,No,No,Overspeeding,Pedestrian Hit,Minor,0,0,0,16,Yes,21821,Yes,No,No,No,No,0.5,21.8,22.7932,87.9547
ACC100911,02-05-2024,2024,5,2,Thursday,21:56,Q2,Andhra Pradesh,Andhra_District-7,South,Urban,City Road,Curve/Bend,Clear,Good,Dry,Night - No Streetlight,Very High,Car,4,18,Female,0,40,50,N/A,Yes,No,No,Fog/Low Visibility,Multi-Vehicle Pileup,Minor,1,0,1,35,No,28826,No,No,No,No,No,0.7,26.6,16.0064,79.151
ACC101312,05-06-2023,2023,6,5,Monday,02:41,Q2,West Bengal,West_District-3,East,Rural,Expressway,Flyover,Rainy,Poor,Potholes,Night - Streetlight,Very High,Truck,1,28,Female,8,100,121,N/A,N/A,No,Yes,Overspeeding,Rear-end Collision,Serious,1,0,1,45,Yes,64772,No,Yes,No,No,No,9.3,30.3,22.694,87.9317
ACC100002,22-11-2023,2023,11,22,Wednesday,19:53,Q4,Goa,Goa_District-1,West,Rural,State Highway,Curve/Bend,Clear,Good,Under Construction,Night - Streetlight,High,Two-Wheeler,2,40,Male,17,60,75,Yes,N/A,Yes,No,Overspeeding,Hit and Run,Minor,1,0,1,15,Yes,18233,No,No,No,Yes,No,0.5,20.8,14.8053,74.4904
ACC101366,29-01-2023,2023,1,29,Sunday,01:01,Q1,Odisha,Odisha_District-7,East,Urban,State Highway,Bridge,Foggy,Very Poor,Potholes,Night - Streetlight,Moderate,Bus,4,18,Male,0,60,64,N/A,N/A,No,No,Overspeeding,Multi-Vehicle Pileup,Minor,0,0,0,42,No,22022,No,No,Yes,No,No,3.5,13.3,20.4037,84.9816
ACC100270,20-12-2023,2023,12,20,Wednesday,11:37,Q4,Tamil Nadu,Tamil_District-2,South,Urban,Expressway,Straight Road,Rainy,Poor,Under Construction,Daylight,Moderate,Auto-Rickshaw,1,18,Male,0,100,111,N/A,N/A,No,Yes,Mobile Phone Usage,Rear-end Collision,Fatal,5,1,4,19,No,137108,No,Yes,No,No,Yes,13,8.6,10.3106,77.4316
ACC100266,15-11-2024,2024,11,15,Friday,20:46,Q4,Tamil Nadu,Tamil_District-4,South,Urban,City Road,Junction,Clear,Good,Dry,Night - Streetlight,Very High,Two-Wheeler,2,21,Male,0,40,54,Yes,N/A,No,No,Fatigue/Sleepy Driving,Pedestrian Hit,Fatal,4,2,2,35,No,98183,Yes,Yes,No,No,No,1.1,39.3,11.2807,79.5638
ACC100915,27-08-2023,2023,8,27,Sunday,06:22,Q3,Delhi,Delhi_District-5,North,Urban,Village Road,Bridge,Rainy,Poor,Wet,Dusk/Dawn,Low,Two-Wheeler,1,41,Male,14,30,27,Yes,N/A,No,Yes,Overspeeding,Pedestrian Hit,Minor,1,0,1,29,Yes,24749,Yes,No,Yes,No,No,41.1,27.7,28.4471,77.6034
ACC100231,04-03-2023,2023,3,4,Saturday,18:11,Q1,West Bengal,West_District-1,East,Urban,National Highway,Flyover,Foggy,Very Poor,,Dusk/Dawn,Moderate,Pedestrian-Involved,2,22,Male,0,80,106,N/A,N/A,No,No,Wrong Side Driving,Rear-end Collision,Fatal,2,2,0,13,Yes,203401,Yes,Yes,No,Yes,No,,24.6,22.2683,87.1345
ACC101884,17-05-2024,2024,5,17,Friday,19:02,Q2,Karnataka,Karnataka_District-6,South,Rural,Village Road,Bridge,Cloudy,Moderate,Dry,Night - No Streetlight,Moderate,Car,3,31,Male,9,30,23,N/A,No,Yes,No,Drunk Driving,Side Collision,Serious,1,0,1,,Yes,55849,Yes,Yes,No,No,No,1.5,32.4,15.1065,75.0979
ACC101120,06-09-2023,2023,9,6,Wednesday,19:10,Q3,Mizoram,Mizoram_District-7,Northeast,Urban,State Highway,Junction,Foggy,Very Poor,Potholes,Night - No Streetlight,High,Tractor,1,28,Male,8,60,64,N/A,N/A,Yes,No,Drunk Driving,Multi-Vehicle Pileup,Fatal,6,4,2,29,Yes,130814,Yes,Yes,No,No,Yes,0.6,27.3,21.7309,92.6047
ACC101879,08-03-2023,2023,3,8,Wednesday,10:52,Q1,Kerala,Kerala_District-4,South,Urban,City Road,Junction,Rainy,Poor,Under Construction,Daylight,High,Two-Wheeler,5,39,Female,18,40,47,No,N/A,No,No,Overtaking,Vehicle Rollover,Serious,2,0,2,29,Yes,52562,Yes,Yes,Yes,Yes,No,7,24.4,9.7874,77.128
ACC100865,29-07-2023,2023,7,29,Saturday,13:44,Q3,Karnataka,Karnataka_District-2,South,Rural,National Highway,Flyover,Clear,Good,Dry,Daylight,Low,Car,3,25,Male,4,80,73,N/A,No,No,No,Mobile Phone Usage,Vehicle Rollover,Serious,3,0,3,32,Yes,39599,Yes,Yes,No,No,No,0.8,26.2,15.4371,75.732
ACC101067,25-12-2023,2023,12,25,Monday,13:22,Q4,Andhra Pradesh,Andhra_District-2,South,Rural,Expressway,Flyover,Clear,Good,Potholes,Daylight,Moderate,Two-Wheeler,2,40,Male,17,100,167,Yes,N/A,No,No,Mobile Phone Usage,Pedestrian Hit,Serious,2,0,2,24,No,82952,No,Yes,No,No,No,0.3,19.5,16.2895,80.362
ACC100874,16-03-2023,2023,3,16,Thursday,21:41,Q1,Kerala,Kerala_District-7,South,Rural,National Highway,Junction,Clear,Good,Potholes,Night - No Streetlight,High,Two-Wheeler,2,24,Male,1,80,62,No,N/A,No,No,Wrong Side Driving,Head-on Collision,Serious,1,0,1,27,Yes,81679,Yes,Yes,Yes,No,No,3.4,27.6,10.0208,75.9379
ACC101716,05-05-2024,2024,5,5,Sunday,18:39,Q2,Karnataka,Karnataka_District-4,South,Rural,City Road,Flyover,Rainy,Poor,Potholes,Dusk/Dawn,High,Car,2,21,Male,1,40,39,N/A,Yes,No,No,Overspeeding,Vehicle Rollover,Minor,2,0,2,34,,15774,No,Yes,No,No,No,8.6,32.9,14.9165,75.3522
ACC100399,13-02-2024,2024,2,13,Tuesday,18:16,Q1,Rajasthan,Rajasthan_District-4,North,Urban,Village Road,Straight Road,Stormy,Poor,Dry,Dusk/Dawn,Moderate,Truck,3,27,Male,0,30,37,N/A,N/A,No,No,Mobile Phone Usage,Hit and Run,Minor,0,0,0,14,Yes,19772,No,No,No,No,No,2.6,15.8,27.9655,74.5398
ACC101783,08-10-2023,2023,10,8,Sunday,06:48,Q4,Maharashtra,Maharashtra_District-3,West,Urban,Village Road,Junction,Cloudy,Moderate,Oil Spill,Dusk/Dawn,Moderate,Car,1,37,Female,17,30,33,N/A,Yes,No,No,Fog/Low Visibility,Head-on Collision,Minor,1,0,1,24,Yes,23762,Yes,No,No,Yes,No,1.7,,19.6921,74.9106
ACC101653,27-02-2024,2024,2,27,Tuesday,10:57,Q1,Delhi,Delhi_District-1,North,Rural,State Highway,Flyover,,Very Poor,Dry,Daylight,High,Two-Wheeler,3,22,Male,1,60,83,Yes,N/A,No,No,Overspeeding,Multi-Vehicle Pileup,Fatal,5,4,1,22,No,275442,Yes,Yes,Yes,No,No,2.9,9.2,28.9381,78.0896
ACC100046,07-04-2023,2023,4,7,Friday,14:17,Q2,Gujarat,Gujarat_District-1,West,Rural,City Road,Curve/Bend,Clear,Good,Potholes,Daylight,Very High,Two-Wheeler,3,45,Female,20,40,56,No,N/A,No,No,Pedestrian Crossing Negligence,Multi-Vehicle Pileup,Serious,4,0,4,38,Yes,57223,Yes,Yes,No,No,No,2.1,26.4,22.7303,71.3788
ACC100162,04-08-2024,2024,8,4,Sunday,08:31,Q3,Delhi,Delhi_District-2,North,Rural,Village Road,Bridge,Clear,Good,Under Construction,Daylight,High,Car,2,32,Male,12,30,29,N/A,Yes,No,No,Wrong Side Driving,Hit and Run,Serious,3,0,3,18,Yes,30463,Yes,Yes,No,No,No,0.6,22.3,28.4547,77.1247
ACC100992,30-04-2024,2024,4,30,Tuesday,07:26,Q2,West Bengal,West_District-5,East,Rural,Expressway,Straight Road,Rainy,Poor,Wet,Daylight,Very High,Two-Wheeler,2,38,Female,17,100,58,Yes,N/A,No,No,Pedestrian Crossing Negligence,Rear-end Collision,Fatal,4,3,1,24,No,236298,Yes,Yes,No,No,No,10.1,,23.678,87.1201
ACC100728,07-08-2024,2024,8,7,Wednesday,20:47,Q3,Rajasthan,Rajasthan_District-8,North,Urban,City Road,Straight Road,Foggy,Very Poor,Under Construction,Night - No Streetlight,High,Two-Wheeler,3,18,Male,0,40,37,Yes,N/A,No,No,Overspeeding,Head-on Collision,Fatal,7,4,3,31,No,171699,Yes,Yes,No,No,No,0.5,23.5,27.4804,74.2888
ACC100630,29-09-2023,2023,9,29,Friday,10:40,Q3,Karnataka,Karnataka_District-1,South,Urban,City Road,Straight Road,Rainy,Poor,Dry,Daylight,Very High,Car,3,31,Female,12,40,45,N/A,No,No,No,Fog/Low Visibility,Rear-end Collision,Serious,5,1,4,20,Yes,13753,Yes,Yes,No,No,No,11.9,29.6,14.8432,76.5986
ACC100289,14-10-2024,2024,10,14,Monday,10:52,Q4,Karnataka,Karnataka_District-7,South,Urban,City Road,Flyover,Clear,Good,Potholes,Daylight,Very High,Truck,6,34,Male,8,40,52,N/A,N/A,No,Yes,Mobile Phone Usage,Rear-end Collision,Serious,4,1,3,7,Yes,93941,Yes,Yes,No,No,No,1.3,21.5,14.1664,75.0403
